id,created_at,text
1383405628211695621,2021-04-17 13:02:58,"@robinalexander_ @BILD @welt Wäre ich der Armin würde ich da jetzt die Abrissbirne auspacken.  Ich kann beide Lager auf den Tod nicht ausstehen , selbstzerfleischung sollte mir gefallen,  da kommt plötzlich meine menschliche Seite...der Söder gehört in ein uigurisches Umerziehungslager."
1383405617130262533,2021-04-17 13:02:56,RT @EinAugenschmaus: Weder #Laschet noch #Söder oder gar #Merz sind geeignete Kanzlerkandidaten. Ich möchte nicht das Land von Männern gefü…
1383405572565790723,2021-04-17 13:02:45,RT @EinAugenschmaus: Weder #Laschet noch #Söder oder gar #Merz sind geeignete Kanzlerkandidaten. Ich möchte nicht das Land von Männern gefü…
1383405465313316875,2021-04-17 13:02:20,RT @EinAugenschmaus: Weder #Laschet noch #Söder oder gar #Merz sind geeignete Kanzlerkandidaten. Ich möchte nicht das Land von Männern gefü…
1383405458795372556,2021-04-17 13:02:18,"@KilianPlank @_FriedrichMerz Gibt sicher einen Unterschied zu CSU, die es von 16 B-Ländern nur in BAYERN gibt.
Übrigens hat ein Jahr nach Amtsantritt MP SÖDER die @CSU absolute Mehrheit in BAYERN verloren,regiert mit FW.
MP LASCHET hat 15 B-länder mit CDU,ist erst 2 Mon.Vorsitzender,dazu d.""neuen B-länder"""
1383405457142812676,2021-04-17 13:02:18,"RT @reitschuster: Vera Lengsfeld kennt Angela #Merkel seit 1990 und weiß, dass sie die CDU im Grunde immer abgelehnt hat. Hier ihre aktuell…"
1383405375697739784,2021-04-17 13:01:58,"RT @andreasdotorg: Wie Laschet und Söder sich drum streiten, wer gegen Baerbock verlieren darf, und im Hintergrund hüpft Merz auf und ab, s…"
1383405371344125955,2021-04-17 13:01:57,"@LvBe5S86191028 @heisa9 @welt Es ist absurd, aber wenn Söder Laschet zur Seite drückt, wird er allein schon deshalb viele CDU-Wähler verprellen. Wähler mögen Harmonie. Er wird nicht Kanzler, hat noch niemand von der CSU geschafft, auch Strauß nicht.
Wahre Größe ist, wenn man seine Grenzen kennt."
1383405287223087110,2021-04-17 13:01:37,"Seien wir froh dass die Wissenschaft noch nicht weiter ist
Man stelle sich vor, Merz und Söder könnten Eltern werden ..."
1383405279719542794,2021-04-17 13:01:35,Armin Laschet oder Markus Söder? CDU-Kreis-Chefs sollen über K-Frage entscheiden https://t.co/1641VFswby https://t.co/9CiRlanyXO
1383405278654197765,2021-04-17 13:01:35,Armin Laschet oder Markus Söder? CDU-Kreis-Chefs sollen über K-Frage entscheiden https://t.co/dJJ64Hbw8A https://t.co/Xy3PwjXDbP
1383405251642810371,2021-04-17 13:01:29,@loyalitaeter Ausserdem bin ich mir sicher das dieser Söder oder Laschet nicht mal ansatzweise Merkel das Wasser reichen können
1383405243736625157,2021-04-17 13:01:27,RT @shlomosapiens: Warum wird dem Söder eigentlich so eine enorme Krisenmanagerkompetenz zugetraut? Die Zahlen für Bayern sind vergleichswe…
1383405239424806916,2021-04-17 13:01:26,"#Söder vs. #Laschet
Auch für die #Union gilt das #Highländer Prinzip
Es kann nur einen geben !
Markus Markus Markus 
#CSU #CDU #NRW #Bayern #Muenchen #btw2021 #Berlin #BTW21 #SOEDERvsLASCHET 

https://t.co/4q3gScHl7V"
1383405231195652113,2021-04-17 13:01:24,"RT @Nailfreak1: „ #Soeder hat den verabredeten gemeinsamen Weg verlassen“
#CDU #CSU #Laschet"
1383405224665128973,2021-04-17 13:01:22,@TFruehmark @ArminLaschet @Markus_Soeder Und Merkel schaut zu Tag 14+x
1383405217127944209,2021-04-17 13:01:20,"@BR24 @Markus_Soeder Sie tun sich keinen Gefallen. Kaum sind Sie Kanzlerkandidat, werden Sie medial zum ""Trump aus Bayern"" stilisiert und Frau Baerbock zur ""smarten, modernen Kanzlerin"". Cleverer wäre es, die Sache anderen zu überlassen."
1383405192490602501,2021-04-17 13:01:14,"Liebe #Soeder Fans, wenn ihr das für ganz Deutschland haben wollt, dann wählt #CDUCSU und den passenden Kanzler #Soeder

https://t.co/DpFdUpybEG"
1383405182436872195,2021-04-17 13:01:12,"RT @vmedick: NEWS: Christian Baldauf, CDU Fraktionschef in Rheinland-Pfalz, will eine Abstimmung der Kreisvorsitzenden über die Kanzlerkand…"
1383405180071202821,2021-04-17 13:01:12,"Jetzt geht's um Inhalte statt um laschet und soeder. Beef ok. Aber doch nicht unter looser die sich gegenseitig intressant machen wollen ohne Inhalte.  

Spd vs Grüne Positionen. https://t.co/xwbR1Unotw"
1383405165600903171,2021-04-17 13:01:08,"@hagenkev @derspiegel @ChBaldauf @vmedick @FlorianGathmann Ich frage mich, wer in der #Union eigentlich der Meinung war, dass man bei der #Wahl21 nicht so viele Stimmen haben möchte. @ArminLaschet @Markus_Soeder"
1383405075146493952,2021-04-17 13:00:46,"@shlomosapiens Natürlich nicht.
#Söder hat die ganze Zeit nach dem Motto ""Viel hilft viel"" agiert. Früher FFP2, früher Ausgangssperren.  Geholfen hat es nichts. Hätte man eigentlich für D draus lernen können."
1383405068192415749,2021-04-17 13:00:45,"RT @reitschuster: Vera Lengsfeld kennt Angela #Merkel seit 1990 und weiß, dass sie die CDU im Grunde immer abgelehnt hat. Hier ihre aktuell…"
1383405037687250948,2021-04-17 13:00:38,"RT @robinalexander_: Zu Gast bei der „roten Gruppe“ habe ich eine seltsam ausgeleuchtete rote Nase mitgebracht, aber auch eine abweichende…"
1383405016799617034,2021-04-17 13:00:33,"RT @migrantifa: Ich möchte die Jugend ja ungern beim Abfeiern von Söder stören, aber wir haben das nicht vergessen. https://t.co/tuDDDVhTWS"
1383404993055662090,2021-04-17 13:00:27,"RT @Wissing: Wenn die Herren #Soeder und #Laschet so weiter machen, ist es irgendwann egal, wer Kanzlerkandidat der #Union wird, weil die #…"
1383404975053688833,2021-04-17 13:00:23,RT @EinAugenschmaus: Weder #Laschet noch #Söder oder gar #Merz sind geeignete Kanzlerkandidaten. Ich möchte nicht das Land von Männern gefü…
1383404974546190342,2021-04-17 13:00:23,@reitschuster Das Merkel die CDU ablehnt und ist ein alter Hut. Söder ist allerdings ein Machtmensch mit zwei Gesichtern. Er wird Merkel und die Grünen am Ende am Gängelband durch die Manege ziehen. Er ist für die CDU die einzige Chance. Aber auch für ihn #NieMehrCDUCSU
1383404956137316352,2021-04-17 13:00:18,"RT @reitschuster: Vera Lengsfeld kennt Angela #Merkel seit 1990 und weiß, dass sie die CDU im Grunde immer abgelehnt hat. Hier ihre aktuell…"
1383404904136413188,2021-04-17 13:00:06,RT @HumorBookworm: @CarloMasala1 Ich halte den Populismus-Begriff bei Söder für ziemlich unpassend. Populisten wollen idR Institutionen unt…
1383404903897255939,2021-04-17 13:00:06,@EinAugenschmaus Ich stelle mir gerade einen Wirtschaftsminister Merz unter Kanzler Söder vor ..... mir fehlen die Worte .....
1383404896532135943,2021-04-17 13:00:04,"RT @ChristophBeisl1: Die CSU ist und bleibt einfach eine extrem unsympathische Partei.

Markus Söder sollte auf keinen Fall Kanzler werden.…"
1383404883034865669,2021-04-17 13:00:01,RT @shlomosapiens: Warum wird dem Söder eigentlich so eine enorme Krisenmanagerkompetenz zugetraut? Die Zahlen für Bayern sind vergleichswe…
1383404853574062083,2021-04-17 12:59:54,"RT @CarloMasala1: Söder ist ein Populist ok, aber wie nennt man eine Pandemiepolitik, die an einem Tag in den Lockdown geht, um am anderen…"
1383404839984525327,2021-04-17 12:59:50,"@wahlforschung Seehofer hat Stoiber gnadenlos weggeputscht, Söder hat Seehofer gnadenlos weggeputscht. Er wird sich sicher nicht von solchen Nebensächlichkeiten stören lassen. Ellenbogen sind #CSU DNA."
1383404815493988359,2021-04-17 12:59:45,@JvpULIUS In Deutschland bleiben. Bei Söder/Laschet kann ich für nichts garantieren.
1383404815342915592,2021-04-17 12:59:45,"RT @heuteshow: Kanzlerin Merkel: „Die Lage ist sehr ernst.“
Jetzt ist natürlich die Frage, ob sie Corona, Laschet, Söder oder Scheuer meint…"
1383404797080969217,2021-04-17 12:59:40,kann bitte wieder irgendwas explodieren/abbrennen/einstürzen das hin und her von söder und laschet jeden tag zu lesen ist ermüdend auf dauer
1383404796468613120,2021-04-17 12:59:40,"RT @sarfeld: „#Söder #entzweit die @CDU. Manchen geht er extrem auf die Nerven, andere wollen ihn als Kanzler“. @akk“...habe Söder während…"
